
Размер матрицы: 4 Кол-во процессов: 1 Время: 0.000003

Размер матрицы: 4 Кол-во процессов: 2 Время: 0.000041
Размер матрицы: 4 Кол-во процессов: 2 Время: 0.000144

Размер матрицы: 4 Кол-во процессов: 3 Время: 0.000122
Размер матрицы: 4 Кол-во процессов: 3 Время: 0.000138
Размер матрицы: 4 Кол-во процессов: 3 Время: 0.000060

Размер матрицы: 4 Кол-во процессов: 4 Время: 0.000226
Размер матрицы: 4 Кол-во процессов: 4 Время: 0.000070
Размер матрицы: 4 Кол-во процессов: 4 Время: 0.000214
Размер матрицы: 4 Кол-во процессов: 4 Время: 0.000218


Размер матрицы: 10 Кол-во процессов: 1 Время: 0.000003

Размер матрицы: 10 Кол-во процессов: 2 Время: 0.000052
Размер матрицы: 10 Кол-во процессов: 2 Время: 0.000145

Размер матрицы: 10 Кол-во процессов: 3 Время: 0.000281
Размер матрицы: 10 Кол-во процессов: 3 Время: 0.000069
Размер матрицы: 10 Кол-во процессов: 3 Время: 0.000276

Размер матрицы: 10 Кол-во процессов: 4 Время: 0.000112
Размер матрицы: 10 Кол-во процессов: 4 Время: 0.000236
Размер матрицы: 10 Кол-во процессов: 4 Время: 0.000253
Размер матрицы: 10 Кол-во процессов: 4 Время: 0.000284


Размер матрицы: 20 Кол-во процессов: 1 Время: 0.000005

Размер матрицы: 20 Кол-во процессов: 2 Время: 0.000045
Размер матрицы: 20 Кол-во процессов: 2 Время: 0.000337

Размер матрицы: 20 Кол-во процессов: 3 Время: 0.000377
Размер матрицы: 20 Кол-во процессов: 3 Время: 0.000079
Размер матрицы: 20 Кол-во процессов: 3 Время: 0.000408

Размер матрицы: 20 Кол-во процессов: 4 Время: 0.001969
Размер матрицы: 20 Кол-во процессов: 4 Время: 0.002052
Размер матрицы: 20 Кол-во процессов: 4 Время: 0.002143
Размер матрицы: 20 Кол-во процессов: 4 Время: 0.001317

Размер матрицы: 20 Кол-во процессов: 4 Время: 0.000481
Размер матрицы: 20 Кол-во процессов: 4 Время: 0.000400
Размер матрицы: 20 Кол-во процессов: 4 Время: 0.000091
Размер матрицы: 20 Кол-во процессов: 4 Время: 0.000480


Размер матрицы: 50 Кол-во процессов: 1 Время: 0.000017

Размер матрицы: 50 Кол-во процессов: 2 Время: 0.000089
Размер матрицы: 50 Кол-во процессов: 2 Время: 0.001741

Размер матрицы: 50 Кол-во процессов: 3 Время: 0.000160
Размер матрицы: 50 Кол-во процессов: 3 Время: 0.001722
Размер матрицы: 50 Кол-во процессов: 3 Время: 0.001727

Размер матрицы: 50 Кол-во процессов: 4 Время: 0.001333
Размер матрицы: 50 Кол-во процессов: 4 Время: 0.000189
Размер матрицы: 50 Кол-во процессов: 4 Время: 0.001321
Размер матрицы: 50 Кол-во процессов: 4 Время: 0.001423


Размер матрицы: 100 Кол-во процессов: 1 Время: 0.000043

Размер матрицы: 100 Кол-во процессов: 2 Время: 0.006393
Размер матрицы: 100 Кол-во процессов: 2 Время: 0.000208

Размер матрицы: 100 Кол-во процессов: 3 Время: 0.000299
Размер матрицы: 100 Кол-во процессов: 3 Время: 0.006635
Размер матрицы: 100 Кол-во процессов: 3 Время: 0.006636

Размер матрицы: 100 Кол-во процессов: 4 Время: 0.006051
Размер матрицы: 100 Кол-во процессов: 4 Время: 0.000406
Размер матрицы: 100 Кол-во процессов: 4 Время: 0.006279
Размер матрицы: 100 Кол-во процессов: 4 Время: 0.006272


Размер матрицы: 500 Кол-во процессов: 1 Время: 0.001005
Размер матрицы: 500 Кол-во процессов: 2 Время: 0.257339
Размер матрицы: 500 Кол-во процессов: 2 Время: 0.002639

Размер матрицы: 500 Кол-во процессов: 3 Время: 0.295004
Размер матрицы: 500 Кол-во процессов: 3 Время: 0.294805
Размер матрицы: 500 Кол-во процессов: 3 Время: 0.003810

Размер матрицы: 500 Кол-во процессов: 4 Время: 0.354210
Размер матрицы: 500 Кол-во процессов: 4 Время: 0.354366
Размер матрицы: 500 Кол-во процессов: 4 Время: 0.354203
Размер матрицы: 500 Кол-во процессов: 4 Время: 0.005958
